Best parameters set found on development set:
-0.21206 (+/-0.006) for {'C': 0.1, 'class_weight': None, 'multi_class': 'auto', 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 1e-05}
-0.21610 (+/-0.006) for {'C': 1.0, 'class_weight': 'balanced', 'multi_class': 'auto', 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.0001}
-0.21610 (+/-0.006) for {'C': 1.0, 'class_weight': 'balanced', 'multi_class': 'auto', 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 1e-05}
-0.21610 (+/-0.006) for {'C': 1.0, 'class_weight': 'balanced', 'multi_class': 'auto', 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.001}
-0.21632 (+/-0.006) for {'C': 0.1, 'class_weight': 'balanced', 'multi_class': 'auto', 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 1e-05}
-0.21632 (+/-0.006) for {'C': 0.1, 'class_weight': 'balanced', 'multi_class': 'auto', 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.0001}
-0.21632 (+/-0.006) for {'C': 0.1, 'class_weight': 'balanced', 'multi_class': 'auto', 'penalty': 'l1', 'random_state': 42, 'solver': 'liblinear', 'tol': 0.001}
-0.21672 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'multi_class': 'auto', 'penalty': 'l1', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21672 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'multi_class': 'auto', 'penalty': 'l1', 'random_state': 42, 'solver': 'saga', 'tol': 0.0001}
-0.21672 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'multi_class': 'auto', 'penalty': 'l1', 'random_state': 42, 'solver': 'saga', 'tol': 1e-05}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 910, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 920, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 930, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 940, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 950, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 960, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 970, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 980, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 990, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1010, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1020, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1030, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1040, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1050, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1060, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1070, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1080, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21682 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1090, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 910, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 920, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 930, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 940, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 950, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 960, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 970, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 980, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 990, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1010, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1020, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1030, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1040, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1050, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1060, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1070, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1080, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21683 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1090, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 910, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 920, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 930, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 940, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 950, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 960, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 970, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 980, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 990, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1010, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1020, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1030, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1040, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1050, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1060, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1070, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1080, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1090, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 910, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 910, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 910, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 920, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 920, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 920, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 930, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 930, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 930, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 940, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 940, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 940, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 950, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 950, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 950, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 960, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 960, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 960, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 970, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 970, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 970, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 980, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 980, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 980, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 990, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 990, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 990, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1010, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1010, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1010, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1020, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1020, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1020, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1030, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1030, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1030, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1040, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1040, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1040, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1050, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1050, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1050, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1060, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1060, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1060, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1070, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1070, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1070, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1080, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1080, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1080, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1090, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1090, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1090, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 910, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 920, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 930, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 940, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 950, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 960, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 970, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 980, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 990, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1000, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1010, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1020, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1030, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1040, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1050, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1060, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1070, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1080, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1090, 'penalty': 'l2', 'random_state': 42, 'solver': 'sag', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 900, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 910, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 1e-05}
-0.21684 (+/-0.005) for {'C': 0.01, 'class_weight': 'balanced', 'max_iter': 920, 'penalty': 'l2', 'random_state': 42, 'solver': 'saga', 'tol': 1e-05}
